date,value,temperature,day_of_week,month,is_weekend
2020-01-01,101.02133482410467,22.31939014695211,0,1,0
2020-01-02,108.55857943794966,23.22405628721652,1,1,0
2020-01-03,115.48227568131135,18.32019253506682,2,1,0
2020-01-04,101.30625112631401,20.615095615523668,3,1,0
2020-01-05,96.68025764638216,18.62804003060194,4,1,0
2020-01-06,87.94262290489151,18.79753801311502,5,1,1
2020-01-07,90.4214709606488,20.810988797370058,6,1,1
2020-01-08,105.15230937262754,20.17202454899963,0,1,0
2020-01-09,107.9409540637001,21.246332954983316,1,1,0
2020-01-10,106.65667526455906,22.272050792924542,2,1,0
2020-01-11,120.60670690783721,22.11778096264104,3,1,0
2020-01-12,98.81020188540509,25.401660327334756,4,1,0
2020-01-13,102.34767432016766,24.151115283031313,5,1,1
2020-01-14,89.50785955929334,19.879752099592555,6,1,1
2020-01-15,103.00440570309559,24.32386215576503,0,1,0
2020-01-16,115.51998074454978,25.59264363688689,1,1,0
2020-01-17,118.28952454137348,24.726784896444222,2,1,0
2020-01-18,113.73471112185935,23.505585641888054,3,1,0
2020-01-19,107.0781448481655,23.29835019284129,4,1,0
2020-01-20,98.97226136990717,25.49582799214453,5,1,1
2020-01-21,111.58594464250604,23.972198187604302,6,1,1
2020-01-22,111.80984142098126,24.02775018214831,0,1,0
2020-01-23,109.4211472780184,19.984469854012882,1,1,0
2020-01-24,122.97029138691943,24.296616190652525,2,1,0
2020-01-25,129.29268893410747,24.70909664245769,3,1,0
2020-01-26,108.60317673472201,24.945005536133298,4,1,0
2020-01-27,103.80474299665185,25.984881932350028,5,1,1
2020-01-28,105.26791211080638,22.829022503052645,6,1,1
2020-01-29,100.47957992624828,27.694326458565044,0,1,0
2020-01-30,126.73314375492593,29.423430825488886,1,1,0
2020-01-31,128.6938907743991,24.823394272681746,2,1,0
2020-02-01,115.07287508164679,26.891968991107863,3,2,0
2020-02-02,117.35034387753376,26.96389609012508,4,2,0
2020-02-03,107.069366622381,23.207725609825083,5,2,1
2020-02-04,108.51046905897626,28.040408137729337,6,2,1
2020-02-05,113.68277760012703,29.545939687208627,0,2,0
2020-02-06,120.01531535399737,27.06337540563552,1,2,0
2020-02-07,130.78336327775145,26.820651314561847,2,2,0
2020-02-08,123.15096056919924,28.66428758724279,3,2,0
2020-02-09,113.9758955325584,29.750715296996724,4,2,0
2020-02-10,105.24107279892888,23.66538901120178,5,2,1
2020-02-11,116.95816751302807,30.76110276790113,6,2,1
2020-02-12,121.90897056305904,31.52582904034925,0,2,0
2020-02-13,122.73749944729566,28.091025359975095,1,2,0
2020-02-14,131.20540401990988,32.1953845336556,2,2,0
2020-02-15,129.5940897622546,28.494676708008498,3,2,0
2020-02-16,115.36400847007705,27.931019130736342,4,2,0
2020-02-17,106.98369927908733,28.349689684858344,5,2,1
2020-02-18,105.35198870679976,33.517628227465984,6,2,1
2020-02-19,117.67881764805573,32.400347893441,0,2,0
2020-02-20,134.46046392681004,29.344338664329484,1,2,0
2020-02-21,135.87040975348603,30.586115273218322,2,2,0
2020-02-22,123.31018405281927,35.0637125635723,3,2,0
2020-02-23,126.26972683858429,32.66014949939101,4,2,0
2020-02-24,118.97311918720311,33.85957017728798,5,2,1
2020-02-25,118.16850090840815,33.10317558268014,6,2,1
2020-02-26,122.31434563397666,30.364608835551678,0,2,0
2020-02-27,132.2402740464741,32.72957911239874,1,2,0
2020-02-28,139.97051988067471,31.585144081417194,2,2,0
2020-02-29,129.4869809786522,35.38350016180809,3,2,0
2020-03-01,111.66137610612415,34.86734167000689,4,3,0
2020-03-02,118.66585420199581,32.5604041466413,5,3,1
2020-03-03,120.89139805324302,35.001837736868154,6,3,1
2020-03-04,127.47520934993402,33.28681262472007,0,3,0
2020-03-05,132.3289870394986,34.44936583311916,1,3,0
2020-03-06,133.57858209299798,33.010452977259824,2,3,0
2020-03-07,127.43990051227229,31.46167951494811,3,3,0
2020-03-08,130.58123871889958,31.448357792765748,4,3,0
