date,value,temperature,day_of_week,month,is_weekend
2020-01-01,95.68470952905435,21.28729991701467,0,1,0
2020-01-02,111.35687905886319,18.8021655902097,1,1,0
2020-01-03,108.28162837640281,18.77287182649949,2,1,0
2020-01-04,101.3352119725214,19.154236441850703,3,1,0
2020-01-05,94.70661503454302,20.322737947333426,4,1,0
2020-01-06,81.28813111244007,23.123305473546004,5,1,1
2020-01-07,95.69509341085896,23.46538598430028,6,1,1
2020-01-08,104.34896623786513,20.969923854147922,0,1,0
2020-01-09,114.98051330995227,22.02204152484001,1,1,0
2020-01-10,108.91598441665822,23.437346493735184,2,1,0
2020-01-11,106.06455062422062,22.737401007384072,3,1,0
2020-01-12,89.86249164967067,24.872027020490542,4,1,0
2020-01-13,93.8974063499615,25.26596544603055,5,1,1
2020-01-14,98.95237823667809,18.61582646906563,6,1,1
2020-01-15,114.78688977519448,24.9805116006346,0,1,0
2020-01-16,116.09924590279786,26.493226739823815,1,1,0
2020-01-17,113.5404361603124,23.68820092904952,2,1,0
2020-01-18,116.00371642692599,26.236560835749692,3,1,0
2020-01-19,107.13331400694281,23.47501010288557,4,1,0
2020-01-20,93.37336235058736,25.582270082381847,5,1,1
2020-01-21,102.14901554580392,26.891226997946767,6,1,1
2020-01-22,107.90994531744086,27.047968038401567,0,1,0
2020-01-23,120.24819068642164,26.102323772455772,1,1,0
2020-01-24,119.8714144610923,25.123390801641126,2,1,0
2020-01-25,120.1238452930414,23.855336366318117,3,1,0
2020-01-26,105.29547315810005,24.367248530043803,4,1,0
2020-01-27,95.53526913120842,28.068316603548062,5,1,1
2020-01-28,108.56244050111042,27.34292724362727,6,1,1
2020-01-29,110.0228534482097,27.635487502740904,0,1,0
2020-01-30,112.05804300087436,29.47894348799043,1,1,0
2020-01-31,123.7804114476464,27.40530158949625,2,1,0
2020-02-01,119.00790647309533,28.6914094850357,3,2,0
2020-02-02,111.1828502842909,28.89366333243319,4,2,0
2020-02-03,107.61893011788902,24.14354849732934,5,2,1
2020-02-04,108.64653824973462,32.69136243561438,6,2,1
2020-02-05,116.61171468831307,28.389518291876186,0,2,0
2020-02-06,132.31724607998524,29.56299813450616,1,2,0
2020-02-07,121.9627530984221,32.229167662607466,2,2,0
2020-02-08,123.48548057117178,28.682944757888855,3,2,0
2020-02-09,110.91268151770971,28.866223322310667,4,2,0
2020-02-10,99.97925366671578,29.903558458608927,5,2,1
2020-02-11,109.7082932888909,30.672409533783586,6,2,1
2020-02-12,119.17269617278616,28.525956887558703,0,2,0
2020-02-13,129.6716268056696,30.887854562996097,1,2,0
2020-02-14,128.62694887558132,29.28683435144552,2,2,0
2020-02-15,122.80300155026961,30.043320147417404,3,2,0
2020-02-16,115.24333717663545,29.518327200530184,4,2,0
2020-02-17,115.21813185277125,34.224003298227004,5,2,1
2020-02-18,103.64369105594733,29.754038809041496,6,2,1
2020-02-19,118.02445461514398,30.642935891652023,0,2,0
2020-02-20,124.92891618762839,32.629155928157026,1,2,0
2020-02-21,135.2427558536369,32.53328449124777,2,2,0
2020-02-22,119.00450008559228,33.748812690222465,3,2,0
2020-02-23,120.7384349875703,32.79808169781716,4,2,0
2020-02-24,119.64288121648455,30.59193351370364,5,2,1
2020-02-25,117.50789606090132,30.36266719642922,6,2,1
2020-02-26,129.8683184355618,29.569952940764686,0,2,0
2020-02-27,133.10146372491417,35.02095999398666,1,2,0
2020-02-28,121.33727496427585,34.88568427111072,2,2,0
2020-02-29,125.96914479110181,35.84743004960543,3,2,0
2020-03-01,130.67487156666786,34.88403486611328,4,3,0
2020-03-02,118.31868984636714,35.362688318429136,5,3,1
2020-03-03,118.23574502025193,34.04379806982623,6,3,1
2020-03-04,129.03504927055255,33.540214250356534,0,3,0
2020-03-05,133.93604109669982,30.458926540226656,1,3,0
2020-03-06,136.42237257827816,36.504223484327724,2,3,0
2020-03-07,136.37119676348976,36.033963731977856,3,3,0
2020-03-08,122.71117595710317,33.26148855446528,4,3,0
2020-03-09,120.52276556643804,34.10099302361131,5,3,1
2020-03-10,122.7349785141701,33.63543118092455,6,3,1
2020-03-11,125.98065477386407,31.49673573517363,0,3,0
2020-03-12,131.05949863210833,35.35325794275615,1,3,0
2020-03-13,144.16992274835616,32.98047835763479,2,3,0
2020-03-14,131.64885313354065,34.36423970012604,3,3,0
2020-03-15,125.1146475084022,32.7100128397821,4,3,0
2020-03-16,119.24915603343251,37.14958806046957,5,3,1
2020-03-17,120.19447209235415,36.980880956883,6,3,1
2020-03-18,127.46833416595851,37.43538949464111,0,3,0
2020-03-19,144.3460084105281,31.51252884351623,1,3,0
2020-03-20,140.1311549235785,33.84870867205257,2,3,0
2020-03-21,134.24121178931205,36.08088054126327,3,3,0
2020-03-22,121.36243521956814,35.398792469882494,4,3,0
2020-03-23,125.94237344208418,36.63987747912718,5,3,1
2020-03-24,115.4031387360152,33.56828398605424,6,3,1
2020-03-25,130.5154930237504,35.91430000962963,0,3,0
2020-03-26,139.04043038838594,36.85946128844181,1,3,0
2020-03-27,131.52859635651785,35.850911597653095,2,3,0
2020-03-28,137.76043005529647,35.780264499102785,3,3,0
2020-03-29,125.90768251490402,33.695803585327255,4,3,0
2020-03-30,118.09445771401158,32.77115287440598,5,3,1
2020-03-31,119.51477956184642,31.493544833232594,6,3,1
2020-04-01,128.88116385218206,34.77560494446876,0,4,0
2020-04-02,133.94691793866912,35.96789554689313,1,4,0
2020-04-03,149.23108385313458,34.342266514294856,2,4,0
2020-04-04,127.4759433922722,34.507932055570954,3,4,0
2020-04-05,128.9778380705816,36.30751876475443,4,4,0
2020-04-06,122.59451195461054,34.4632406823371,5,4,1
2020-04-07,118.01513288003595,33.18120710919727,6,4,1
2020-04-08,137.2302179161651,35.71160340407097,0,4,0
2020-04-09,134.63540348943718,37.686771892441975,1,4,0
2020-04-10,136.00743628187973,31.915937986962362,2,4,0
2020-04-11,134.96214948559003,37.92969499462899,3,4,0
2020-04-12,121.57101535990701,34.32715643934872,4,4,0
2020-04-13,134.97395317246225,33.15030937655879,5,4,1
2020-04-14,121.12840538347226,33.93392246759888,6,4,1
2020-04-15,126.43963850455039,35.51554233266593,0,4,0
2020-04-16,141.85938712860641,31.32514573068401,1,4,0
2020-04-17,133.7780696605096,34.45033091310121,2,4,0
2020-04-18,141.78105609428724,36.972061829581065,3,4,0
2020-04-19,128.77156684654037,32.379910854980864,4,4,0
2020-04-20,130.82481255812579,37.262385683012546,5,4,1
2020-04-21,128.87870352407737,34.54846037976391,6,4,1
2020-04-22,130.20267944760803,33.176693114627675,0,4,0
2020-04-23,139.54314912075807,34.16745170305931,1,4,0
2020-04-24,142.25993834415257,34.051922214529704,2,4,0
2020-04-25,133.05006903890848,33.55229351924066,3,4,0
2020-04-26,127.54825856803576,32.66293488683635,4,4,0
2020-04-27,123.51398506687907,33.592968371193805,5,4,1
2020-04-28,115.25791533645885,29.819988832052847,6,4,1
2020-04-29,127.7909610796719,32.16604872212416,0,4,0
2020-04-30,150.4183962511408,35.509278866499166,1,4,0
2020-05-01,139.95432335490477,35.32557624167413,2,5,0
2020-05-02,137.0765791299333,30.21610837653942,3,5,0
2020-05-03,127.51873517588503,32.2669698816766,4,5,0
2020-05-04,123.3621541629399,32.17224602198069,5,5,1
2020-05-05,128.06874230056212,30.17734710798736,6,5,1
2020-05-06,136.1071791502232,33.66313321958246,0,5,0
2020-05-07,146.53018885109566,31.152732522567604,1,5,0
2020-05-08,143.25131915425328,31.42267261000454,2,5,0
2020-05-09,136.71770194909152,34.347659126249646,3,5,0
2020-05-10,124.72962345466743,32.12325093158235,4,5,0
2020-05-11,122.07531807387277,33.59388327064405,5,5,1
2020-05-12,117.43788221909752,29.811713848363983,6,5,1
2020-05-13,142.83794743401597,33.528117338083575,0,5,0
2020-05-14,135.1786486872032,32.51886212602085,1,5,0
2020-05-15,143.04227701307232,29.438269974127156,2,5,0
2020-05-16,140.15294032477843,28.687766660614137,3,5,0
2020-05-17,128.53737428098435,28.910115842408434,4,5,0
2020-05-18,117.4177750755583,29.852828689563516,5,5,1
2020-05-19,120.59781678866665,30.863512924454863,6,5,1
2020-05-20,134.0041883709362,28.610182642201735,0,5,0
2020-05-21,139.73631765409175,26.491458658160376,1,5,0
2020-05-22,142.17900527750047,28.121889280896184,2,5,0
2020-05-23,137.2628930127779,29.132253895375108,3,5,0
2020-05-24,120.54209751473749,30.744883671683944,4,5,0
2020-05-25,117.87847959585784,28.793681640067277,5,5,1
2020-05-26,121.933659430995,28.53088201509029,6,5,1
2020-05-27,131.55091671232145,29.76514813741811,0,5,0
2020-05-28,133.97784409161042,30.165412148508786,1,5,0
2020-05-29,136.11749769168378,29.220444446809193,2,5,0
2020-05-30,135.14639529662128,25.88759049862626,3,5,0
2020-05-31,123.79512719339456,29.995673753585194,4,5,0
2020-06-01,114.49162665268328,25.63584910977769,5,6,1
2020-06-02,115.12760827201785,25.783209852651055,6,6,1
2020-06-03,131.3237991338628,28.675548402759976,0,6,0
2020-06-04,129.96185663811843,30.261664335880546,1,6,0
2020-06-05,138.391687585226,29.461064596806345,2,6,0
2020-06-06,131.62295966041066,23.570044888195827,3,6,0
2020-06-07,118.33277421799205,27.00440584276582,4,6,0
2020-06-08,123.89052981796095,24.03627187702266,5,6,1
2020-06-09,121.40254070494655,23.42301598580737,6,6,1
2020-06-10,133.44485119114518,24.217526775399776,0,6,0
2020-06-11,126.0221720438072,24.47513840130005,1,6,0
2020-06-12,143.49230383717742,25.489807139677218,2,6,0
2020-06-13,127.83250185055802,22.687267595356033,3,6,0
2020-06-14,122.68227136072072,21.789444260145256,4,6,0
2020-06-15,128.91601252859155,23.653861708174418,5,6,1
2020-06-16,110.36898718042906,24.0739336268595,6,6,1
2020-06-17,126.76360149975386,24.189978393769092,0,6,0
2020-06-18,127.6331112463182,23.080411707181547,1,6,0
2020-06-19,130.686556052347,22.267323106769364,2,6,0
2020-06-20,132.58045875436827,19.376268063053505,3,6,0
2020-06-21,128.12038993943423,25.70125074897078,4,6,0
2020-06-22,113.07999928374291,19.120419221264036,5,6,1
2020-06-23,114.5584611709067,24.981325763910473,6,6,1
2020-06-24,124.04467496973776,22.974274936892524,0,6,0
2020-06-25,135.05137417722267,19.317609033670095,1,6,0
2020-06-26,131.34838725055516,19.565838554720365,2,6,0
2020-06-27,131.6867008258612,20.433247395225973,3,6,0
2020-06-28,126.02002057776222,23.187318761734094,4,6,0
2020-06-29,117.18749297843812,19.964450613846402,5,6,1
2020-06-30,112.28897583275162,16.909790277691094,6,6,1
2020-07-01,121.96442954885136,22.11266451816911,0,7,0
2020-07-02,127.5956718276564,21.114474803563734,1,7,0
2020-07-03,138.3959635793659,17.01121538908467,2,7,0
